Timestamp,Device ID,Device Type,Power Consumption (W),Room Location,Temperature (°C),Humidity (%),Usage Duration (minutes),Energy Cost ($),On/Off Status
2024-08-25 12:28:00,D-1887,Heater,1885.79,Living Room,18.37,42.56,75,282.87,On
2024-12-23 16:29:00,D-4848,Washing Machine,459.02,Bedroom,18.83,67.59,26,23.87,On
2024-03-24 12:55:00,D-3473,Heater,1299.09,Bathroom,28.15,31.88,37,96.13,On
2024-09-22 02:02:00,D-7088,Ceiling Fan,110.94,Living Room,21.36,53.86,134,29.73,On
2024-07-23 07:14:00,D-9805,Laptop Charger,88.26,Bathroom,24.24,57.34,163,28.77,On
2024-09-04 06:04:00,D-8995,Smart Bulb,14.91,Bedroom,25.63,72.63,164,4.89,On
2024-04-08 03:36:00,D-4209,Ceiling Fan,103.2,Office,26.67,78.78,13,2.68,Off
2024-03-18 10:50:00,D-9960,Heater,2177.78,Garage,19.8,74.81,78,339.73,On
2024-04-13 21:28:00,D-2166,Smart Bulb,5.92,Garage,15.17,35.17,118,1.4,On
2024-07-14 02:36:00,D-7084,TV,107.01,Garage,19.65,48.75,89,19.05,On
2024-12-05 05:56:00,D-7462,Ceiling Fan,104.25,Bedroom,15.38,70.08,174,36.28,On
2024-12-05 17:44:00,D-4074,Microwave,1094.0,Garage,17.24,38.97,144,315.07,Off
2024-03-16 03:55:00,D-6561,Refrigerator,104.38,Living Room,16.99,55.66,36,7.52,On
2024-08-25 05:16:00,D-1172,Microwave,1563.96,Office,15.97,35.94,143,447.29,On
2024-08-19 14:07:00,D-6747,Refrigerator,121.73,Office,21.56,51.17,171,41.63,On
2024-11-12 02:53:00,D-8944,Refrigerator,125.17,Bedroom,17.54,30.4,48,12.02,On
2024-12-22 23:50:00,D-1334,Refrigerator,235.27,Kitchen,26.72,70.45,87,40.94,On
2024-01-18 01:21:00,D-8816,Refrigerator,269.36,Garage,23.36,30.53,74,39.87,Off
2024-01-07 08:46:00,D-2487,Smart Plug,3.11,Bedroom,21.48,32.99,82,0.51,On
2024-09-30 03:25:00,D-1026,TV,68.36,Bathroom,19.46,66.53,101,13.81,On
2024-05-06 23:58:00,D-2405,Smart Bulb,6.3,Office,27.7,37.33,164,2.07,On
2024-11-17 01:05:00,D-9493,Ceiling Fan,55.38,Bathroom,22.0,31.9,84,9.3,On
2024-08-23 23:39:00,D-3777,Refrigerator,145.16,Kitchen,24.62,35.84,63,18.29,On
2024-12-05 07:02:00,D-7228,Ceiling Fan,48.96,Living Room,27.96,42.67,160,15.67,Off
2024-06-12 14:51:00,D-6470,Smart Bulb,14.02,Living Room,21.88,47.3,19,0.53,On
2024-12-17 21:54:00,D-7452,Microwave,1542.81,Living Room,23.8,39.64,52,160.45,On
2024-04-16 15:42:00,D-4862,Washing Machine,738.31,Office,18.05,61.14,162,239.21,On
2024-07-11 17:29:00,D-7467,Microwave,1365.42,Kitchen,17.29,64.67,33,90.12,On
2024-06-21 23:32:00,D-9454,TV,115.97,Office,26.7,49.32,159,36.88,On
2024-06-27 13:36:00,D-2351,Heater,1039.39,Living Room,17.43,33.68,14,29.1,Off
2024-06-06 23:55:00,D-6449,Smart Plug,6.98,Bathroom,21.96,53.45,36,0.5,On
2024-12-19 02:17:00,D-5925,Heater,2865.44,Living Room,28.3,31.02,51,292.27,Off
2024-08-08 09:10:00,D-7193,Air Conditioner,2061.71,Bedroom,25.26,61.31,103,424.71,On
2024-10-25 15:35:00,D-3061,Ceiling Fan,52.03,Garage,17.27,30.28,156,16.23,Off
2024-02-19 21:08:00,D-6981,Washing Machine,701.4,Office,24.49,55.72,106,148.7,On
2024-05-12 10:24:00,D-4489,Refrigerator,190.82,Bedroom,19.95,60.08,11,4.2,Off
2024-01-04 03:12:00,D-8540,Smart Bulb,11.45,Office,22.17,57.65,119,2.73,On
2024-05-12 09:01:00,D-3988,Refrigerator,257.39,Living Room,27.24,71.03,97,49.93,Off
2024-09-01 11:03:00,D-3373,Ceiling Fan,87.37,Garage,29.35,46.91,72,12.58,On
2024-10-06 09:45:00,D-3048,Refrigerator,287.45,Kitchen,26.24,33.99,120,68.99,On
2024-03-23 20:15:00,D-6012,Laptop Charger,78.68,Kitchen,20.42,61.55,70,11.02,On
2024-11-24 20:25:00,D-3221,Ceiling Fan,46.52,Garage,20.33,71.46,110,10.23,On
2024-02-28 09:20:00,D-8391,TV,57.04,Office,26.04,39.93,87,9.92,On
2024-02-12 14:27:00,D-3585,Heater,2357.65,Kitchen,18.83,76.2,80,377.22,On
2024-01-30 00:27:00,D-4303,Heater,2692.32,Kitchen,17.41,56.38,65,350.0,On
2024-08-19 19:37:00,D-7683,Washing Machine,388.11,Kitchen,17.16,68.24,53,41.14,Off
2024-04-05 04:08:00,D-8488,Air Conditioner,785.63,Kitchen,27.4,71.1,98,153.98,Off
2024-11-26 07:22:00,D-7652,Washing Machine,640.93,Kitchen,17.12,34.33,21,26.92,On
2024-01-08 19:43:00,D-1686,Laptop Charger,34.39,Garage,27.38,55.58,66,4.54,On
2024-08-23 05:29:00,D-3699,Smart Plug,3.94,Bedroom,23.56,44.15,157,1.24,On
2024-10-29 06:44:00,D-5700,Ceiling Fan,50.02,Living Room,22.17,44.98,170,17.01,On
2024-05-09 19:10:00,D-5448,Microwave,1743.72,Office,22.35,53.56,117,408.03,Off
2024-03-16 10:26:00,D-8858,Washing Machine,675.25,Office,16.52,54.88,135,182.32,Off
2024-02-10 15:59:00,D-1792,Microwave,1412.72,Office,29.67,44.85,31,87.59,On
2024-09-06 16:32:00,D-5841,Air Conditioner,906.52,Bathroom,17.82,30.28,82,148.67,On
2024-05-10 06:21:00,D-1719,Refrigerator,124.34,Bedroom,15.54,53.63,74,18.4,On
2024-04-26 15:22:00,D-7567,Washing Machine,726.34,Living Room,16.94,71.98,149,216.45,On
2024-04-27 02:34:00,D-5499,Refrigerator,253.65,Kitchen,26.44,70.91,165,83.7,Off
2024-05-26 19:00:00,D-9966,Washing Machine,306.44,Bedroom,29.71,49.31,125,76.61,On
2024-12-16 01:30:00,D-2591,Air Conditioner,1167.41,Office,25.95,62.67,146,340.88,Off
2024-10-26 10:13:00,D-7127,Ceiling Fan,108.28,Bathroom,27.72,35.24,153,33.13,On
2024-08-31 05:28:00,D-6676,Heater,2006.78,Bathroom,20.29,69.24,177,710.4,On
2024-01-28 03:45:00,D-6809,Washing Machine,404.34,Garage,24.21,70.11,7,5.66,Off
2024-01-06 07:31:00,D-4052,Heater,2107.13,Office,24.81,30.78,20,84.29,Off
2024-03-01 22:37:00,D-3155,TV,119.92,Garage,21.44,72.6,44,10.55,On
2024-10-06 19:46:00,D-1388,Air Conditioner,1617.79,Bathroom,25.1,51.82,17,55.0,Off
2024-11-26 00:04:00,D-4264,Laptop Charger,74.66,Bedroom,19.25,46.29,65,9.71,On
2024-03-03 09:36:00,D-1926,TV,102.07,Bedroom,21.05,43.49,65,13.27,On
2024-02-25 22:32:00,D-1566,Microwave,1652.05,Living Room,29.5,39.63,81,267.63,On
2024-07-06 14:24:00,D-1799,Air Conditioner,1110.38,Kitchen,25.04,78.13,134,297.58,On
2024-11-17 18:11:00,D-6184,Heater,2554.13,Bedroom,18.68,59.21,134,684.51,Off
2024-02-22 08:13:00,D-3376,Refrigerator,148.42,Kitchen,23.73,46.93,148,43.93,On
2024-04-21 12:20:00,D-4532,Smart Plug,4.12,Garage,23.13,75.63,171,1.41,On
2024-08-18 14:01:00,D-2044,Heater,2027.76,Bedroom,28.76,46.44,53,214.94,On
2024-01-16 02:44:00,D-3527,Ceiling Fan,83.19,Bedroom,26.47,49.35,162,26.95,On
2024-04-21 15:17:00,D-7920,Air Conditioner,1728.72,Bathroom,28.38,70.62,79,273.14,On
2024-06-11 16:54:00,D-6229,TV,75.02,Living Room,17.24,64.79,66,9.9,On
2024-05-11 05:08:00,D-1504,Smart Bulb,11.39,Bathroom,22.75,68.81,139,3.17,On
2024-02-02 11:00:00,D-5383,Smart Bulb,11.61,Bathroom,19.84,76.29,112,2.6,On
2024-01-02 19:09:00,D-5848,Smart Plug,5.76,Bedroom,20.36,32.46,30,0.35,Off
2024-09-07 06:36:00,D-4901,Refrigerator,194.86,Bathroom,24.79,30.94,128,49.88,Off
2024-09-12 06:29:00,D-3152,Laptop Charger,50.8,Living Room,29.9,54.17,7,0.71,Off
2024-11-03 19:06:00,D-2292,Refrigerator,155.0,Living Room,15.12,45.52,164,50.84,Off
2024-07-28 21:18:00,D-5483,Laptop Charger,88.27,Office,29.28,32.59,38,6.71,Off
2024-05-02 20:01:00,D-7713,TV,55.58,Bathroom,28.88,37.96,6,0.67,Off
2024-04-09 05:31:00,D-2772,TV,85.29,Bathroom,16.15,61.64,33,5.63,On
2024-12-29 06:45:00,D-4600,Ceiling Fan,87.16,Kitchen,17.68,38.71,89,15.51,Off
2024-06-26 22:28:00,D-3293,Air Conditioner,1507.51,Office,22.04,44.86,143,431.15,On
2024-09-24 21:40:00,D-6638,Smart Plug,6.41,Office,15.93,62.63,57,0.73,On
2024-05-08 23:52:00,D-8680,Smart Bulb,6.38,Bedroom,22.56,45.5,146,1.86,On
2024-04-25 20:51:00,D-4231,Smart Plug,4.79,Kitchen,20.73,53.35,177,1.7,Off
2024-01-18 20:35:00,D-6513,Air Conditioner,1438.96,Bedroom,29.65,31.12,72,207.21,Off
2024-10-12 08:34:00,D-5746,Heater,2110.08,Office,22.75,37.8,78,329.17,Off
2024-04-07 05:23:00,D-7478,Ceiling Fan,41.84,Bathroom,26.14,59.55,2,0.17,Off
2024-09-03 19:25:00,D-7475,Laptop Charger,67.72,Garage,17.72,31.76,171,23.16,Off
2024-09-29 16:48:00,D-8497,Smart Bulb,5.91,Garage,20.51,42.22,132,1.56,Off
2024-04-30 08:55:00,D-4789,Ceiling Fan,60.4,Bedroom,25.22,37.93,149,18.0,On
2024-04-07 06:49:00,D-6213,TV,62.47,Kitchen,20.31,33.57,98,12.24,On
2024-11-22 19:04:00,D-5563,TV,84.29,Bathroom,20.14,58.11,72,12.14,On
2024-10-06 12:13:00,D-1848,Heater,2820.74,Office,17.93,49.97,21,118.47,On
2024-08-06 09:46:00,D-4630,Heater,2204.74,Bedroom,24.02,32.23,105,463.0,Off
2024-11-22 13:13:00,D-7227,Air Conditioner,2200.09,Garage,19.65,77.79,1,4.4,On
2024-02-17 10:35:00,D-7273,Washing Machine,256.52,Living Room,25.0,73.99,176,90.3,Off
2024-02-28 23:58:00,D-6511,TV,128.5,Bathroom,19.06,32.18,129,33.15,On
2024-11-30 10:31:00,D-6900,TV,59.5,Kitchen,17.08,35.77,126,14.99,Off
2024-03-10 05:03:00,D-7635,Heater,2427.71,Bedroom,20.9,38.09,122,592.36,On
2024-07-04 20:48:00,D-6306,Smart Bulb,8.96,Bathroom,24.1,35.52,96,1.72,On
2024-01-12 00:18:00,D-2351,Washing Machine,354.98,Garage,16.8,42.55,29,20.59,On
2024-12-30 19:48:00,D-9722,Smart Bulb,12.12,Bedroom,16.58,65.61,6,0.15,On
2024-07-15 01:31:00,D-6174,Microwave,1082.25,Kitchen,28.29,31.99,163,352.81,On
2024-05-08 22:06:00,D-2788,Ceiling Fan,94.81,Bedroom,22.46,76.56,93,17.63,On
2024-11-11 06:17:00,D-1942,Washing Machine,644.07,Garage,22.97,58.19,151,194.51,Off
2024-01-03 21:28:00,D-3667,TV,117.63,Garage,28.57,70.74,96,22.58,Off
2024-07-17 15:02:00,D-5856,Smart Plug,6.63,Garage,25.21,47.57,91,1.21,Off
2024-11-13 17:04:00,D-6774,Washing Machine,364.2,Bedroom,21.75,74.94,51,37.15,On
2024-11-27 04:43:00,D-2010,Microwave,833.74,Office,19.74,41.17,165,275.13,Off
2024-01-22 05:26:00,D-1852,Smart Plug,6.53,Bathroom,19.89,63.76,64,0.84,On
2024-08-04 18:03:00,D-5578,Microwave,1167.26,Bedroom,27.17,70.5,19,44.36,On
2024-08-25 12:18:00,D-7102,Ceiling Fan,72.64,Kitchen,22.48,71.8,83,12.06,On
2024-06-28 01:42:00,D-3860,Refrigerator,145.45,Bedroom,23.73,71.19,34,9.89,On
2024-03-23 07:44:00,D-7333,Air Conditioner,1272.72,Kitchen,22.07,68.41,151,384.36,Off
2024-02-20 00:58:00,D-6582,Microwave,852.53,Kitchen,27.63,60.29,34,57.97,On
2024-03-27 03:11:00,D-3242,Ceiling Fan,102.28,Office,19.35,38.62,37,7.57,On
2024-06-12 11:55:00,D-1743,Laptop Charger,50.86,Living Room,18.25,77.54,41,4.17,Off
2024-04-23 06:48:00,D-1428,TV,61.48,Bedroom,28.37,77.01,4,0.49,Off
2024-03-06 16:07:00,D-3245,Air Conditioner,974.31,Kitchen,22.17,55.94,81,157.84,On
2024-01-18 16:32:00,D-2335,Refrigerator,225.76,Bathroom,19.59,77.81,149,67.28,On
2024-07-04 14:58:00,D-7513,Air Conditioner,1407.42,Kitchen,23.13,69.52,134,377.19,On
2024-12-18 11:29:00,D-4501,Heater,2104.78,Living Room,18.83,64.91,43,181.01,On
2024-05-27 13:50:00,D-9984,Smart Bulb,11.65,Living Room,17.68,79.33,73,1.7,Off
2024-12-16 15:32:00,D-9505,Heater,2800.2,Bedroom,21.63,75.2,61,341.62,On
2024-01-24 11:39:00,D-4674,Washing Machine,556.03,Kitchen,27.05,70.16,168,186.83,On
2024-04-04 10:18:00,D-2507,Washing Machine,378.37,Living Room,18.99,57.03,38,28.76,On
2024-11-22 17:12:00,D-6548,Refrigerator,169.66,Kitchen,21.17,48.01,126,42.75,Off
2024-05-08 03:02:00,D-5333,Laptop Charger,63.34,Living Room,18.7,79.28,99,12.54,On
2024-01-09 22:41:00,D-9433,Ceiling Fan,61.84,Living Room,16.97,76.59,117,14.47,On
2024-06-21 06:14:00,D-6164,Laptop Charger,49.85,Bedroom,27.68,56.76,80,7.98,On
2024-04-22 07:25:00,D-3642,Smart Bulb,10.58,Living Room,29.12,56.66,11,0.23,Off
2024-11-24 01:22:00,D-5628,Refrigerator,224.28,Bathroom,18.96,33.06,97,43.51,On
2024-11-30 17:09:00,D-9275,Laptop Charger,84.41,Garage,16.78,59.12,145,24.48,On
2024-09-09 03:26:00,D-3614,Refrigerator,216.09,Office,20.73,76.27,93,40.19,On
2024-08-16 17:48:00,D-2789,Smart Plug,6.97,Bathroom,21.06,63.16,59,0.82,On
2024-10-12 10:25:00,D-3956,Smart Plug,2.9,Bathroom,22.49,56.55,23,0.13,On
2024-12-03 23:46:00,D-5780,TV,143.73,Bathroom,21.04,71.78,152,43.69,Off
2024-08-27 05:24:00,D-8431,Air Conditioner,1340.41,Bedroom,26.96,57.46,178,477.19,Off
2024-02-20 00:31:00,D-9561,Smart Bulb,5.69,Living Room,21.45,54.15,46,0.52,On
2024-04-04 01:09:00,D-8794,Refrigerator,246.77,Office,29.25,39.59,155,76.5,On
2024-04-06 13:28:00,D-6540,Washing Machine,383.76,Bedroom,15.68,45.47,95,72.91,On
2024-08-21 09:34:00,D-8605,Smart Bulb,9.6,Living Room,23.58,62.85,103,1.98,On
2024-08-15 01:13:00,D-4528,Laptop Charger,78.23,Kitchen,28.09,59.68,22,3.44,Off
2024-06-06 08:00:00,D-2222,Refrigerator,287.05,Kitchen,15.8,71.64,64,36.74,On
2024-06-30 10:04:00,D-2598,Air Conditioner,2045.19,Garage,22.15,32.2,76,310.87,Off
2024-11-10 05:02:00,D-5110,Microwave,817.11,Garage,27.7,72.32,48,78.44,Off
2024-03-24 14:03:00,D-5968,Smart Plug,4.21,Bedroom,16.11,77.25,104,0.88,Off
2024-04-13 18:16:00,D-2605,Ceiling Fan,66.86,Bedroom,21.73,70.05,132,17.65,On
2024-07-12 13:14:00,D-1467,TV,67.98,Living Room,24.94,51.28,15,2.04,On
2024-12-09 19:00:00,D-4289,Smart Plug,7.36,Bedroom,28.15,54.72,101,1.49,On
2024-09-22 20:04:00,D-3269,Ceiling Fan,83.27,Bedroom,29.15,48.9,35,5.83,On
2024-01-10 11:07:00,D-1646,Heater,2913.43,Office,23.15,71.94,49,285.52,On
2024-09-30 19:15:00,D-1066,Smart Bulb,5.03,Bedroom,23.69,40.85,149,1.5,On
2024-09-19 09:09:00,D-4543,Heater,2703.76,Bedroom,25.98,41.58,179,967.95,On
2024-07-10 05:28:00,D-7957,Laptop Charger,51.21,Kitchen,18.65,67.99,51,5.22,On
2024-07-11 15:58:00,D-1181,TV,87.9,Living Room,16.47,43.2,62,10.9,On
2024-04-19 15:06:00,D-5513,Air Conditioner,1981.2,Living Room,29.34,30.3,142,562.66,Off
2024-01-22 13:54:00,D-4669,Washing Machine,694.99,Living Room,20.27,47.74,29,40.31,On
2024-10-13 01:05:00,D-3754,Ceiling Fan,45.61,Office,17.46,76.74,168,15.32,On
2024-09-05 06:34:00,D-2457,Refrigerator,273.41,Office,17.75,79.88,75,41.01,Off
2024-02-15 21:07:00,D-5477,Microwave,1122.39,Living Room,15.27,41.25,48,107.75,On
2024-09-11 09:03:00,D-5978,Smart Plug,2.72,Kitchen,27.7,42.03,73,0.4,Off
2024-12-11 05:38:00,D-9461,Microwave,1393.01,Living Room,15.34,33.42,9,25.07,On
2024-12-24 03:19:00,D-1362,Smart Plug,4.85,Bedroom,21.82,66.08,98,0.95,On
2024-12-26 11:04:00,D-3189,Refrigerator,172.83,Living Room,25.71,59.96,8,2.77,On
2024-10-04 07:55:00,D-4259,Washing Machine,411.66,Living Room,18.84,38.34,27,22.23,Off
2024-11-03 15:15:00,D-1803,Air Conditioner,1149.41,Garage,27.63,49.08,31,71.26,On
2024-05-12 04:44:00,D-7973,Refrigerator,126.37,Office,18.36,60.16,73,18.45,On
2024-01-22 02:17:00,D-1517,Refrigerator,130.99,Kitchen,28.48,79.11,142,37.2,On
2024-09-21 22:42:00,D-7952,Smart Plug,2.51,Kitchen,27.38,64.84,47,0.24,On
2024-04-30 09:22:00,D-6459,Microwave,1304.92,Kitchen,15.76,54.08,27,70.47,Off
2024-07-16 01:57:00,D-7035,TV,74.41,Bathroom,25.88,42.6,84,12.5,Off
2024-01-16 17:53:00,D-4292,Smart Bulb,11.12,Bathroom,18.72,31.16,108,2.4,On
2024-08-12 12:12:00,D-1579,Microwave,897.58,Living Room,15.01,67.38,98,175.93,Off
2024-01-28 21:30:00,D-9838,Air Conditioner,775.65,Living Room,21.88,72.95,54,83.77,On
2024-06-09 05:43:00,D-6136,Laptop Charger,36.33,Bathroom,27.68,57.36,169,12.28,On
2024-01-20 21:46:00,D-1578,Ceiling Fan,88.31,Kitchen,15.56,37.89,98,17.31,On
2024-06-01 22:24:00,D-1910,Smart Plug,5.67,Garage,24.0,43.28,147,1.67,On
2024-07-30 13:27:00,D-8079,Laptop Charger,46.02,Bedroom,29.5,78.57,48,4.42,On
2024-03-20 19:27:00,D-9175,Smart Bulb,7.24,Living Room,21.86,59.51,13,0.19,On
2024-12-09 17:40:00,D-7247,Air Conditioner,1018.44,Bedroom,28.75,78.28,157,319.79,On
2024-07-14 16:30:00,D-5781,Air Conditioner,1323.66,Kitchen,15.42,50.96,170,450.04,On
2024-03-27 14:42:00,D-5126,Smart Plug,4.77,Office,24.91,38.55,154,1.47,On
2024-02-25 19:58:00,D-4637,Microwave,672.77,Living Room,16.72,50.27,65,87.46,On
2024-02-29 05:36:00,D-7688,Microwave,1351.32,Bathroom,29.3,54.22,127,343.24,On
2024-12-07 06:39:00,D-5332,TV,115.03,Bathroom,24.72,49.99,15,3.45,Off
2024-07-21 07:23:00,D-2292,Microwave,1766.65,Office,29.07,77.55,57,201.4,Off
2024-05-15 10:27:00,D-9944,Smart Plug,4.31,Bathroom,25.69,31.56,48,0.41,On
2024-09-25 17:41:00,D-5614,Washing Machine,534.13,Living Room,24.13,77.72,28,29.91,Off
2024-11-19 08:53:00,D-5759,Microwave,1237.6,Living Room,22.9,66.98,156,386.13,On
2024-11-03 05:47:00,D-8117,Microwave,607.14,Kitchen,27.67,51.1,12,14.57,Off
2024-10-04 01:23:00,D-5728,Ceiling Fan,108.74,Garage,20.63,66.08,126,27.4,Off
2024-05-21 19:06:00,D-4213,Air Conditioner,2002.68,Office,19.5,78.99,27,108.14,On
2024-01-19 11:48:00,D-2560,Smart Plug,2.73,Bathroom,29.24,32.11,105,0.57,On
2024-07-10 01:56:00,D-5915,Smart Bulb,12.31,Garage,15.1,48.04,52,1.28,On
2024-04-01 16:28:00,D-1670,Washing Machine,287.68,Living Room,15.72,64.27,156,89.76,Off
2024-04-26 11:16:00,D-9082,Ceiling Fan,39.22,Garage,22.56,43.09,122,9.57,On
2024-07-09 08:00:00,D-5744,Smart Bulb,8.49,Living Room,29.62,60.12,93,1.58,On
2024-08-16 08:02:00,D-2134,Smart Plug,5.28,Living Room,23.39,30.26,1,0.01,On
2024-07-12 02:46:00,D-7578,Ceiling Fan,57.19,Office,29.63,53.7,32,3.66,On
2024-03-28 20:33:00,D-5934,TV,52.84,Garage,26.14,69.36,68,7.19,Off
2024-09-08 21:22:00,D-1438,Smart Plug,3.19,Living Room,27.54,45.83,36,0.23,Off
2024-11-19 02:49:00,D-2212,Smart Bulb,11.74,Kitchen,22.48,33.44,135,3.17,On
2024-04-07 23:18:00,D-7823,Heater,2768.24,Office,21.44,57.08,142,786.18,Off
2024-10-21 21:25:00,D-9611,Refrigerator,110.18,Office,26.71,30.09,131,28.87,On
2024-05-21 10:37:00,D-1398,Smart Bulb,5.56,Living Room,15.72,42.1,34,0.38,On
2024-06-15 09:20:00,D-8342,Air Conditioner,1735.98,Kitchen,24.13,67.98,16,55.55,On
2024-01-05 14:04:00,D-7487,Ceiling Fan,38.15,Bathroom,24.53,37.44,110,8.39,Off
2024-06-18 21:33:00,D-2317,Microwave,1683.0,Living Room,24.62,53.86,86,289.48,On
2024-09-15 01:56:00,D-8881,Smart Plug,6.0,Office,20.39,69.52,109,1.31,On
2024-10-29 13:13:00,D-9814,Smart Bulb,12.53,Living Room,25.58,55.45,169,4.24,Off
2024-01-07 05:28:00,D-1237,Air Conditioner,895.5,Office,24.07,70.18,65,116.41,Off
2024-07-01 02:45:00,D-3376,Smart Bulb,7.01,Bathroom,17.03,62.82,18,0.25,On
2024-08-15 08:18:00,D-4596,TV,97.8,Garage,20.11,36.59,129,25.23,On
2024-01-14 20:27:00,D-9685,Heater,1311.49,Bedroom,21.65,71.09,64,167.87,On
2024-01-12 02:58:00,D-2723,Smart Bulb,5.22,Office,15.46,71.78,136,1.42,Off
2024-04-11 10:08:00,D-9641,Microwave,1459.77,Office,20.37,49.65,125,364.94,On
2024-02-16 23:24:00,D-5163,Smart Bulb,5.96,Kitchen,21.19,55.68,78,0.93,Off
2024-05-04 07:51:00,D-4256,Air Conditioner,1669.01,Bedroom,16.91,50.46,5,16.69,On
2024-10-08 04:44:00,D-7600,Ceiling Fan,89.79,Bedroom,26.4,62.35,62,11.13,On
2024-01-06 17:47:00,D-7044,TV,62.09,Garage,16.15,40.31,145,18.01,On
2024-09-28 02:27:00,D-2988,Microwave,854.84,Garage,16.51,73.8,2,3.42,On
2024-08-16 13:21:00,D-7296,Washing Machine,277.83,Bathroom,16.31,34.82,126,70.01,On
2024-04-08 15:32:00,D-2619,Refrigerator,104.07,Bathroom,27.34,49.54,175,36.42,On
2024-08-31 16:46:00,D-7053,Laptop Charger,53.76,Bathroom,19.17,78.96,98,10.54,On
2024-01-03 07:40:00,D-9750,Washing Machine,475.62,Kitchen,26.99,57.74,148,140.78,Off
2024-11-08 21:33:00,D-8601,TV,115.57,Bedroom,17.38,65.97,143,33.05,Off
2024-08-31 10:53:00,D-6845,Ceiling Fan,39.31,Office,18.72,71.02,16,1.26,On
2024-11-20 20:26:00,D-3188,TV,88.11,Garage,18.61,49.09,134,23.61,On
2024-10-26 02:09:00,D-3796,TV,112.08,Bathroom,18.14,70.54,2,0.45,On
2024-09-17 13:00:00,D-8917,Microwave,1518.93,Kitchen,24.81,66.91,13,39.49,On
2024-06-10 08:43:00,D-6089,Refrigerator,213.47,Kitchen,15.74,55.61,170,72.58,On
2024-01-01 13:12:00,D-2027,Microwave,1430.69,Office,26.76,52.86,90,257.52,Off
2024-03-04 17:28:00,D-7849,Smart Plug,4.07,Garage,23.65,57.07,94,0.77,On
2024-01-03 09:16:00,D-9430,Washing Machine,389.04,Garage,29.74,78.48,41,31.9,Off
2024-07-31 21:54:00,D-8324,Washing Machine,413.74,Bedroom,16.89,34.92,49,40.55,On
2024-02-13 20:44:00,D-3713,TV,94.19,Bathroom,15.26,45.94,131,24.68,On
2024-11-30 08:03:00,D-2472,Ceiling Fan,49.72,Garage,25.0,48.21,113,11.24,On
2024-10-25 17:24:00,D-6533,Ceiling Fan,110.26,Garage,18.22,68.63,35,7.72,On
2024-07-11 21:54:00,D-1727,Heater,1354.23,Garage,27.02,66.1,10,27.08,On
2024-08-07 06:59:00,D-7595,Laptop Charger,87.08,Kitchen,23.82,54.16,38,6.62,On
2024-06-09 18:24:00,D-2501,Washing Machine,515.25,Office,20.56,56.68,39,40.19,Off
2024-06-10 22:06:00,D-3540,Refrigerator,207.46,Living Room,29.6,52.75,122,50.62,On
2024-11-09 04:35:00,D-8352,Air Conditioner,1732.98,Kitchen,26.6,36.33,35,121.31,On
2024-03-22 09:00:00,D-1537,Heater,2230.52,Bedroom,17.04,48.6,123,548.71,Off
2024-03-20 09:49:00,D-8120,Smart Bulb,11.95,Kitchen,17.03,60.43,158,3.78,On
2024-01-16 21:16:00,D-1984,Air Conditioner,757.45,Office,29.1,56.96,172,260.56,On
2024-04-01 00:15:00,D-2061,Refrigerator,256.15,Garage,15.8,65.6,100,51.23,Off
2024-10-11 22:05:00,D-5860,Smart Plug,4.27,Garage,27.22,77.98,79,0.67,On
2024-04-30 20:54:00,D-8103,Microwave,1312.09,Bedroom,27.4,49.31,122,320.15,On
2024-04-23 00:19:00,D-2105,Heater,1027.09,Living Room,20.06,71.91,85,174.61,On
2024-06-16 09:43:00,D-7075,Microwave,692.0,Bathroom,28.66,50.63,14,19.38,Off
2024-01-19 11:10:00,D-9057,Refrigerator,290.01,Bedroom,19.28,75.65,137,79.46,On
2024-08-04 06:14:00,D-7277,Microwave,1641.15,Bathroom,29.63,65.26,156,512.04,On
2024-09-22 12:30:00,D-9511,Refrigerator,163.98,Bedroom,29.97,33.26,80,26.24,On
2024-10-16 00:24:00,D-7022,Microwave,744.52,Bedroom,23.65,69.75,72,107.21,On
2024-02-14 19:52:00,D-5614,Refrigerator,273.27,Kitchen,29.97,65.72,68,37.16,Off
2024-08-18 04:22:00,D-7583,Laptop Charger,42.42,Garage,25.02,73.15,109,9.25,On
2024-06-08 02:10:00,D-4298,Refrigerator,215.33,Living Room,25.89,54.59,18,7.75,On
2024-03-07 09:02:00,D-7907,Air Conditioner,2142.07,Garage,25.98,38.91,91,389.86,On
2024-03-07 23:42:00,D-4172,Ceiling Fan,50.57,Bedroom,19.67,62.77,17,1.72,On
2024-08-30 01:27:00,D-6326,Smart Plug,3.68,Bathroom,20.76,49.54,16,0.12,Off
2024-09-02 17:24:00,D-5854,Heater,2903.62,Bathroom,25.49,46.15,96,557.5,On
2024-03-20 23:18:00,D-7087,Refrigerator,218.85,Living Room,17.39,53.08,104,45.52,On
2024-10-09 03:36:00,D-3312,Smart Bulb,14.36,Bathroom,15.37,58.98,159,4.57,On
2024-07-11 10:49:00,D-3084,Washing Machine,477.08,Office,28.08,73.87,29,27.67,On
2024-01-12 16:27:00,D-1623,Refrigerator,153.27,Bedroom,26.93,46.71,105,32.19,On
2024-12-27 21:52:00,D-9739,Washing Machine,446.74,Living Room,28.81,30.97,170,151.89,On
2024-07-22 05:51:00,D-7430,Laptop Charger,30.76,Office,26.93,45.72,66,4.06,On
2024-09-16 09:35:00,D-9113,Microwave,861.54,Bathroom,19.63,51.77,38,65.48,On
